User,Pts,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS,Player,Team,POS
ballsnatchers,281.38,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,AJ Dillon,GB,RB,Devin Singletary,BUF,RB,Elijah Mitchell,SF,RB,A.J. Brown,TEN,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Keenan Allen,LAC,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Jared Cook,LAC,TE
pumacom (6),281.18,Joe Burrow,CIN,QB,Josh Allen,BUF,QB,Elijah Mitchell,SF,RB,Joe Mixon,CIN,RB,Brandon Aiyuk,SF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Tyreek Hill,KC,WR,Cameron Brate,TB,TE,George Kittle,SF,TE
JJourneay33 (3),281.12,Matthew Stafford,LAR,QB,Derrick Henry,TEN,RB,Devin Singletary,BUF,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Cooper Kupp,LAR,WR,DeVonta Smith,PHI,WR,Gabriel Davis,BUF,WR,Odell Beckham,LAR,WR,Tyler Boyd,CIN,WR,Van Jefferson,LAR,WR,C.J. Uzomah,CIN,TE
theconsultant (18),280.78,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Elijah Mitchell,SF,RB,Leonard Fournette,TB,RB,Brandon Aiyuk,SF,WR,Cyril Grayson,TB,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Rob Gronkowski,TB,TE
Sharkbait,280.78,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,Cam Akers,LAR,RB,Damien Harris,NE,RB,Derrick Henry,TEN,RB,A.J. Brown,TEN,WR,Cooper Kupp,LAR,WR,DeAndre Hopkins,ARI,WR,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE
pnkflyd898 (17),280.48,Joe Burrow,CIN,QB,Josh Allen,BUF,QB,Chase Edmonds,ARI,RB,Devin Singletary,BUF,RB,Joe Mixon,CIN,RB,A.J. Green,ARI,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Tyler Boyd,CIN,WR,Dawson Knox,BUF,TE,Rob Gronkowski,TB,TE
SchaufDS (4),280.48,Jalen Hurts,PHI,QB,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Najee Harris,PIT,RB,Gabriel Davis,BUF,WR,Hunter Renfrow,LV,WR,Randall Cobb,GB,WR,Stefon Diggs,BUF,WR,Tee Higgins,CIN,WR,Dawson Knox,BUF,TE,Zach Ertz,ARI,TE
Eaglezzz (30),280.28,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Leonard Fournette,TB,RB,Sony Michel,LAR,RB,Breshad Perriman,TB,WR,Cole Beasley,BUF,WR,DeVonta Smith,PHI,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
Mikeymeteora (2),279.98,Josh Allen,BUF,QB,Aaron Jones,GB,RB,Devin Singletary,BUF,RB,Elijah Mitchell,SF,RB,Brandon Aiyuk,SF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Tyler Johnson,TB,WR,George Kittle,SF,TE,Rob Gronkowski,TB,TE
Brewercory5 (52),279.48,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Josh Jacobs,LV,RB,Leonard Fournette,TB,RB,Breshad Perriman,TB,WR,Cole Beasley,BUF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Tyler Johnson,TB,WR,Dawson Knox,BUF,TE,George Kittle,SF,TE
pnkflyd898 (5),279.36,Carson Wentz,IND,QB,Joe Burrow,CIN,QB,Patrick Mahomes,KC,QB,Cam Akers,LAR,RB,Joe Mixon,CIN,RB,Sony Michel,LAR,RB,Mike Evans,TB,WR,Odell Beckham,LAR,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,C.J. Uzomah,CIN,TE,Travis Kelce,KC,TE
houseoforange (17),278.88,Aaron Rodgers,GB,QB,Josh Allen,BUF,QB,Aaron Jones,GB,RB,James Conner,ARI,RB,A.J. Brown,TEN,WR,Cole Beasley,BUF,WR,Diontae Johnson,PIT,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE,George Kittle,SF,TE
kcbeezy (8),278.68,Jimmy Garoppolo,SF,QB,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Elijah Mitchell,SF,RB,Joe Mixon,CIN,RB,Brandon Aiyuk,SF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE
JJourneay33 (30),277.7,Tom Brady,TB,QB,Joe Mixon,CIN,RB,Zack Moss,BUF,RB,Cyril Grayson,TB,WR,Gabriel Davis,BUF,WR,Keenan Allen,LAC,WR,Mike Evans,TB,WR,Mike Williams,LAC,WR,Tyler Boyd,CIN,WR,Tyreek Hill,KC,WR,C.J. Uzomah,CIN,TE,Dawson Knox,BUF,TE
MLBmodel (15),276.78,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,Ezekiel Elliott,DAL,RB,Josh Jacobs,LV,RB,Leonard Fournette,TB,RB,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,C.J. Uzomah,CIN,TE,Dawson Knox,BUF,TE
redeemedwarriors (31),276.78,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Leonard Fournette,TB,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Blake Jarwin,DAL,TE,Dawson Knox,BUF,TE
FFCulater,276.58,Dak Prescott,DAL,QB,Josh Allen,BUF,QB,Mac Jones,NE,QB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,Gabriel Davis,BUF,WR,Hunter Renfrow,LV,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Hunter Henry,NE,TE
bricker312 (33),276.38,Jalen Hurts,PHI,QB,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Stefon Diggs,BUF,WR,Tyler Boyd,CIN,WR,Dallas Goedert,PHI,TE,Dawson Knox,BUF,TE
JJourneay33 (22),276.18,Josh Allen,BUF,QB,Alvin Kamara,NO,RB,Chase Edmonds,ARI,RB,Sony Michel,LAR,RB,Christian Kirk,ARI,WR,Cole Beasley,BUF,WR,Cooper Kupp,LAR,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Odell Beckham,LAR,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
redeemedwarriors (77),275.88,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Byron Pringle,KC,WR,Emmanuel Sanders,BUF,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Tyler Johnson,TB,WR,Blake Bell,KC,TE,Dawson Knox,BUF,TE
CharlieLeclerc (3),275.68,Joe Burrow,CIN,QB,Josh Allen,BUF,QB,Kyler Murray,ARI,QB,Aaron Jones,GB,RB,Chase Edmonds,ARI,RB,Joe Mixon,CIN,RB,Christian Kirk,ARI,WR,Cole Beasley,BUF,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Tyler Boyd,CIN,WR,C.J. Uzomah,CIN,TE
PhatJesus (6),275.68,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Elijah Mitchell,SF,RB,Sony Michel,LAR,RB,Zack Moss,BUF,RB,Gabriel Davis,BUF,WR,Hunter Renfrow,LV,WR,Ja'Marr Chase,CIN,WR,Stefon Diggs,BUF,WR,Van Jefferson,LAR,WR,Dawson Knox,BUF,TE
svyatogornyj,275.48,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Sony Michel,LAR,RB,Zack Moss,BUF,RB,Amari Cooper,DAL,WR,Cole Beasley,BUF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Tyler Higbee,LAR,TE
StoneSourDiesel (13),275.48,Joe Burrow,CIN,QB,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Byron Pringle,KC,WR,Demarcus Robinson,KC,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Tyler Boyd,CIN,WR,C.J. Uzomah,CIN,TE,Cameron Brate,TB,TE
SlauterIsland (7),275.38,Josh Allen,BUF,QB,Darrel Williams,KC,RB,Elijah Mitchell,SF,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
Berettajames (22),275.38,Derek Carr,LV,QB,Patrick Mahomes,KC,QB,Devin Singletary,BUF,RB,Le'Veon Bell,TB,RB,Leonard Fournette,TB,RB,Amari Cooper,DAL,WR,Christian Kirk,ARI,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Tyler Boyd,CIN,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE
FOOSBALL (13),275.28,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,D'Onta Foreman,TEN,RB,James Conner,ARI,RB,Le'Veon Bell,TB,RB,Sony Michel,LAR,RB,Allen Lazard,GB,WR,Breshad Perriman,TB,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Mike Evans,TB,WR,Rob Gronkowski,TB,TE
Dsalvoni (12),275.28,Josh Allen,BUF,QB,Aaron Jones,GB,RB,Devin Singletary,BUF,RB,Josh Jacobs,LV,RB,Cedrick Wilson,DAL,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Marquez Valdes-Scantling,GB,WR,Randall Cobb,GB,WR,Stefon Diggs,BUF,WR,Van Jefferson,LAR,WR,Dawson Knox,BUF,TE
redeemedwarriors (58),275.08,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Giovani Bernard,TB,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Breshad Perriman,TB,WR,Byron Pringle,KC,WR,Gabriel Davis,BUF,WR,Mecole Hardman,KC,WR,Tyler Johnson,TB,WR,Rob Gronkowski,TB,TE
TheZach10 (34),274.98,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Cole Beasley,BUF,WR,Cyril Grayson,TB,WR,Gabriel Davis,BUF,WR,Marquez Valdes-Scantling,GB,WR,Stefon Diggs,BUF,WR,Tee Higgins,CIN,WR,Josiah Deguara,GB,TE,Rob Gronkowski,TB,TE
koooob (44),274.7,Tom Brady,TB,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Breshad Perriman,TB,WR,Cole Beasley,BUF,WR,Cyril Grayson,TB,WR,Gabriel Davis,BUF,WR,Jakobi Meyers,NE,WR,Kendrick Bourne,NE,WR,Mike Evans,TB,WR,Rob Gronkowski,TB,TE
kcbeezy (6),274.48,Joe Burrow,CIN,QB,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Darrel Williams,KC,RB,Sony Michel,LAR,RB,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Mike Williams,LAC,WR,Tyler Boyd,CIN,WR,Tyreek Hill,KC,WR,Cameron Brate,TB,TE,Dawson Knox,BUF,TE
Topgun322 (7),274.28,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Cedrick Wilson,DAL,WR,Gabriel Davis,BUF,WR,Mike Williams,LAC,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Tyler Johnson,TB,WR,Van Jefferson,LAR,WR,George Kittle,SF,TE
derbs (2),274.28,Jalen Hurts,PHI,QB,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Cedrick Wilson,DAL,WR,Christian Kirk,ARI,WR,Hunter Renfrow,LV,WR,Mike Evans,TB,WR,Tee Higgins,CIN,WR,C.J. Uzomah,CIN,TE,Dalton Schultz,DAL,TE
JJourneay33 (33),274.18,Josh Allen,BUF,QB,Tom Brady,TB,QB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Breshad Perriman,TB,WR,Cyril Grayson,TB,WR,Deebo Samuel,SF,WR,Diontae Johnson,PIT,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Cameron Brate,TB,TE,George Kittle,SF,TE
Steviebear (14),274.12,Matthew Stafford,LAR,QB,Ezekiel Elliott,DAL,RB,Leonard Fournette,TB,RB,Sony Michel,LAR,RB,Cooper Kupp,LAR,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Julio Jones,TEN,WR,Nick Westbrook-Ikhine,TEN,WR,Odell Beckham,LAR,WR,Rob Gronkowski,TB,TE,Tyler Higbee,LAR,TE
redeemedwarriors (90),273.88,Josh Allen,BUF,QB,AJ Dillon,GB,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Tee Higgins,CIN,WR,Tyler Boyd,CIN,WR,Tyler Johnson,TB,WR,C.J. Uzomah,CIN,TE,Josiah Deguara,GB,TE
codyf93 (4),273.58,Josh Allen,BUF,QB,Mac Jones,NE,QB,Darrel Williams,KC,RB,Devin Singletary,BUF,RB,Ronald Jones,TB,RB,Byron Pringle,KC,WR,Davante Adams,GB,WR,Jakobi Meyers,NE,WR,Mike Evans,TB,WR,Odell Beckham,LAR,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
houseoforange (19),273.58,Josh Allen,BUF,QB,AJ Dillon,GB,RB,Aaron Jones,GB,RB,Derrick Henry,TEN,RB,Devin Singletary,BUF,RB,Allen Lazard,GB,WR,Cole Beasley,BUF,WR,Diontae Johnson,PIT,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Dawson Knox,BUF,TE
aandt (8),273.48,Josh Allen,BUF,QB,AJ Dillon,GB,RB,Cam Akers,LAR,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Mike Evans,TB,WR,Randall Cobb,GB,WR,Van Jefferson,LAR,WR,Dalton Schultz,DAL,TE,Rob Gronkowski,TB,TE
bgary624 (19),273.38,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,James Conner,ARI,RB,Joe Mixon,CIN,RB,Brandon Aiyuk,SF,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE
Berettajames (36),272.66,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,A.J. Brown,TEN,WR,Cole Beasley,BUF,WR,Emmanuel Sanders,BUF,WR,Hunter Renfrow,LV,WR,Odell Beckham,LAR,WR,Dawson Knox,BUF,TE,Travis Kelce,KC,TE
DRock13 (6),272.58,Josh Allen,BUF,QB,Kyler Murray,ARI,QB,Chase Edmonds,ARI,RB,Derrick Henry,TEN,RB,Elijah Mitchell,SF,RB,A.J. Brown,TEN,WR,Christian Kirk,ARI,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE,George Kittle,SF,TE
jchrist1732 (11),272.58,Josh Allen,BUF,QB,AJ Dillon,GB,RB,Leonard Fournette,TB,RB,Rhamondre Stevenson,NE,RB,Sony Michel,LAR,RB,Amari Cooper,DAL,WR,Diontae Johnson,PIT,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Odell Beckham,LAR,WR,Tyreek Hill,KC,WR,Zach Ertz,ARI,TE
FOOSBALL (14),272.38,Patrick Mahomes,KC,QB,Derrick Gore,KC,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Breshad Perriman,TB,WR,Byron Pringle,KC,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Tyler Johnson,TB,WR,Cameron Brate,TB,TE,George Kittle,SF,TE
Kmmiller87 (7),272.28,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Sony Michel,LAR,RB,Breshad Perriman,TB,WR,Byron Pringle,KC,WR,Cooper Kupp,LAR,WR,Diontae Johnson,PIT,WR,Michael Pittman,IND,WR,George Kittle,SF,TE,Rob Gronkowski,TB,TE
huck73 (6),272.02,Aaron Rodgers,GB,QB,Matthew Stafford,LAR,QB,Aaron Jones,GB,RB,Darrel Williams,KC,RB,Josh Jacobs,LV,RB,Byron Pringle,KC,WR,Cooper Kupp,LAR,WR,Gabriel Davis,BUF,WR,Odell Beckham,LAR,WR,Randall Cobb,GB,WR,Darren Waller,LV,TE,Tyler Higbee,LAR,TE
mcgratte,271.98,Patrick Mahomes,KC,QB,AJ Dillon,GB,RB,Darrel Williams,KC,RB,Jonathan Taylor,IND,RB,Sony Michel,LAR,RB,Byron Pringle,KC,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Cameron Brate,TB,TE,George Kittle,SF,TE
plustin (24),271.98,Patrick Mahomes,KC,QB,Cam Akers,LAR,RB,Darrel Williams,KC,RB,Leonard Fournette,TB,RB,A.J. Green,ARI,WR,Byron Pringle,KC,WR,Christian Kirk,ARI,WR,Mike Evans,TB,WR,Odell Beckham,LAR,WR,Tyreek Hill,KC,WR,Cameron Brate,TB,TE,Tyler Higbee,LAR,TE
DNICE (16),271.68,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,Byron Pringle,KC,WR,Cooper Kupp,LAR,WR,Demarcus Robinson,KC,WR,Julio Jones,TEN,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Dawson Knox,BUF,TE,Marcedes Lewis,GB,TE
koooob (29),270.98,Josh Allen,BUF,QB,Alvin Kamara,NO,RB,Devin Singletary,BUF,RB,Leonard Fournette,TB,RB,A.J. Green,ARI,WR,Christian Kirk,ARI,WR,Cole Beasley,BUF,WR,Cyril Grayson,TB,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Rob Gronkowski,TB,TE,Zach Ertz,ARI,TE
bricker312,270.9,Tom Brady,TB,QB,Cam Akers,LAR,RB,Damien Harris,NE,RB,Leonard Fournette,TB,RB,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Jakobi Meyers,NE,WR,Michael Gallup,DAL,WR,Mike Evans,TB,WR,Tee Higgins,CIN,WR,Dawson Knox,BUF,TE,Rob Gronkowski,TB,TE
theconsultant (3),270.62,Carson Wentz,IND,QB,Matthew Stafford,LAR,QB,Aaron Jones,GB,RB,Cam Akers,LAR,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Cooper Kupp,LAR,WR,Mike Evans,TB,WR,Tyler Boyd,CIN,WR,Van Jefferson,LAR,WR,Dawson Knox,BUF,TE,Tyler Higbee,LAR,TE
Brewercory5 (56),270.58,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,Ezekiel Elliott,DAL,RB,Leonard Fournette,TB,RB,Tony Pollard,DAL,RB,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Christian Kirk,ARI,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,C.J. Uzomah,CIN,TE,George Kittle,SF,TE
pnkflyd898 (12),270.48,Josh Allen,BUF,QB,Justin Herbert,LAC,QB,Ryan Tannehill,TEN,QB,Devin Singletary,BUF,RB,Joe Mixon,CIN,RB,A.J. Brown,TEN,WR,Cole Beasley,BUF,WR,Ja'Marr Chase,CIN,WR,Mike Williams,LAC,WR,Stefon Diggs,BUF,WR,C.J. Uzomah,CIN,TE,Dawson Knox,BUF,TE
TheZach10 (23),270.48,Kyler Murray,ARI,QB,Patrick Mahomes,KC,QB,Damien Harris,NE,RB,Joe Mixon,CIN,RB,Leonard Fournette,TB,RB,Allen Lazard,GB,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,Tee Higgins,CIN,WR,Tyreek Hill,KC,WR,Dallas Goedert,PHI,TE,Rob Gronkowski,TB,TE
PHINS (33),270.48,Patrick Mahomes,KC,QB,Clyde Edwards-Helaire,KC,RB,Darrel Williams,KC,RB,Leonard Fournette,TB,RB,Byron Pringle,KC,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Mecole Hardman,KC,WR,Tyreek Hill,KC,WR,Josiah Deguara,GB,TE,Pat Freiermuth,PIT,TE
StoneSourDiesel (7),270.28,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,Elijah Mitchell,SF,RB,Leonard Fournette,TB,RB,Sony Michel,LAR,RB,A.J. Brown,TEN,WR,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Odell Beckham,LAR,WR,Stefon Diggs,BUF,WR,George Kittle,SF,TE,Tyler Higbee,LAR,TE
redeemedwarriors (6),270.18,Patrick Mahomes,KC,QB,Damien Harris,NE,RB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Tony Pollard,DAL,RB,Amari Cooper,DAL,WR,Byron Pringle,KC,WR,Cedrick Wilson,DAL,WR,CeeDee Lamb,DAL,WR,Gabriel Davis,BUF,WR,Tyreek Hill,KC,WR,Blake Jarwin,DAL,TE
plustin (10),269.98,Jalen Hurts,PHI,QB,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,James Conner,ARI,RB,Joe Mixon,CIN,RB,Christian Kirk,ARI,WR,DeVonta Smith,PHI,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Zach Ertz,ARI,TE
Thurgodatman (2),269.78,Josh Allen,BUF,QB,Matthew Stafford,LAR,QB,Devin Singletary,BUF,RB,Ezekiel Elliott,DAL,RB,Najee Harris,PIT,RB,Breshad Perriman,TB,WR,Christian Kirk,ARI,WR,Cooper Kupp,LAR,WR,Gabriel Davis,BUF,WR,Hunter Renfrow,LV,WR,George Kittle,SF,TE,Tyler Higbee,LAR,TE
houseoforange (6),268.98,Josh Allen,BUF,QB,Ryan Tannehill,TEN,QB,Aaron Jones,GB,RB,Devin Singletary,BUF,RB,James Conner,ARI,RB,Leonard Fournette,TB,RB,Gabriel Davis,BUF,WR,Julio Jones,TEN,WR,Michael Pittman,IND,WR,Stefon Diggs,BUF,WR,Anthony Firkser,TEN,TE,Dallas Goedert,PHI,TE
MattxMcC99,268.88,Josh Allen,BUF,QB,Matthew Stafford,LAR,QB,Cam Akers,LAR,RB,Devin Singletary,BUF,RB,Ronald Jones,TB,RB,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Julio Jones,TEN,WR,Tyler Johnson,TB,WR,Rob Gronkowski,TB,TE,Tyler Higbee,LAR,TE
ClamFritter27,268.88,Dak Prescott,DAL,QB,Josh Allen,BUF,QB,Cam Akers,LAR,RB,Damien Harris,NE,RB,Elijah Mitchell,SF,RB,Brandon Aiyuk,SF,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Ja'Marr Chase,CIN,WR,Tee Higgins,CIN,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
theconsultant (4),268.68,Patrick Mahomes,KC,QB,Ryan Tannehill,TEN,QB,Clyde Edwards-Helaire,KC,RB,Damien Harris,NE,RB,Leonard Fournette,TB,RB,Cooper Kupp,LAR,WR,Marquez Valdes-Scantling,GB,WR,Mecole Hardman,KC,WR,Mike Evans,TB,WR,Odell Beckham,LAR,WR,Dallas Goedert,PHI,TE,Tyler Higbee,LAR,TE
Danoob24 (4),268.68,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,James Conner,ARI,RB,Leonard Fournette,TB,RB,A.J. Brown,TEN,WR,Allen Lazard,GB,WR,Deebo Samuel,SF,WR,Emmanuel Sanders,BUF,WR,Stefon Diggs,BUF,WR,Van Jefferson,LAR,WR,Dawson Knox,BUF,TE,Rob Gronkowski,TB,TE
asepulveda5 (11),268.58,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Rhamondre Stevenson,NE,RB,Amari Cooper,DAL,WR,Cedrick Wilson,DAL,WR,Deebo Samuel,SF,WR,Emmanuel Sanders,BUF,WR,Gabriel Davis,BUF,WR,Mike Williams,LAC,WR,Stefon Diggs,BUF,WR,Dalton Schultz,DAL,TE,Dawson Knox,BUF,TE
TheZach10 (43),268.48,Aaron Rodgers,GB,QB,Josh Allen,BUF,QB,AJ Dillon,GB,RB,Devin Singletary,BUF,RB,Jonathan Taylor,IND,RB,Breshad Perriman,TB,WR,Davante Adams,GB,WR,Gabriel Davis,BUF,WR,Hunter Renfrow,LV,WR,Mecole Hardman,KC,WR,Darren Waller,LV,TE,Dawson Knox,BUF,TE
NFLMovingAvg (9),268.18,Jimmy Garoppolo,SF,QB,Josh Allen,BUF,QB,Devin Singletary,BUF,RB,Elijah Mitchell,SF,RB,Jeff Wilson,SF,RB,Zack Moss,BUF,RB,Brandon Aiyuk,SF,WR,Cole Beasley,BUF,WR,Deebo Samuel,SF,WR,Gabriel Davis,BUF,WR,Stefon Diggs,BUF,WR,Dawson Knox,BUF,TE
dirtroadboys (13),268.16,Patrick Mahomes,KC,QB,Cam Akers,LAR,RB,Darrel Williams,KC,RB,James Conner,ARI,RB,Leonard Fournette,TB,RB,A.J. Brown,TEN,WR,Byron Pringle,KC,WR,Mecole Hardman,KC,WR,Tee Higgins,CIN,WR,Van Jefferson,LAR,WR,Rob Gronkowski,TB,TE,Travis Kelce,KC,TE
NFLMovingAvg (2),268.14,Josh Allen,BUF,QB,Patrick Mahomes,KC,QB,Darrel Williams,KC,RB,Derrick Gore,KC,RB,Devin Singletary,BUF,RB,Zack Moss,BUF,RB,Byron Pringle,KC,WR,Cole Beasley,BUF,WR,Gabriel Davis,BUF,WR,Mecole Hardman,KC,WR,Dawson Knox,BUF,TE,Noah Gray,KC,TE
