Team,POS,Name,TEAM,Round,Pick,ADP,Value,Draft Start,Cumulative Val
30,QB,Justin Fields,CHI,3,11,7.3,3.7,4/14/2022,6.4
30,W/T,Devonta Smith,PHI,4,14,14.2,-0.2,4/14/2022,6.4
30,W/T,Drake London,,5,19,18.3,0.7,4/14/2022,6.4
30,W/T,Rondale Moore,AZ,6,22,23.5,-1.5,4/14/2022,6.4
30,RB,Kenneth Walker,,7,27,21.9,5.1,4/14/2022,6.4
30,W/T,Skyy Moore,,8,30,30.4,-0.4,4/14/2022,6.4
30,W/T,Jahan Dotson,,9,35,34.7,0.3,4/14/2022,6.4
30,RB,Khalil Herbert,CHI,10,38,38.6,-0.6,4/14/2022,6.4
30,W/T,Amari Rodgers,GB,11,43,43.7,-0.7,4/14/2022,6.4
30,W/T,Dyami Brown,WAS,12,46,47.5,-1.5,4/14/2022,6.4
31,W/T,Jamar Chase,CIN,1,1,1.1,-0.1,4/14/2022,-12.4
31,RB,Breece Hall,,2,8,8.5,-0.5,4/14/2022,-12.4
31,QB,Zach Wilson,NYJ,3,9,11.4,-2.4,4/14/2022,-12.4
31,W/T,Garrett Wilson,,4,16,17.5,-1.5,4/14/2022,-12.4
31,QB,Davis Mills,HOU,5,17,21.5,-4.5,4/14/2022,-12.4
31,W/T,Rashod Bateman,BAL,6,24,25.3,-1.3,4/14/2022,-12.4
31,W/T,Chris Olave,,7,25,26.3,-1.3,4/14/2022,-12.4
31,RB,Rhamondre Stevenson,NE,8,32,27.5,4.5,4/14/2022,-12.4
31,W/T,Nico Collins,HOU,9,33,35.8,-2.8,4/14/2022,-12.4
31,RB,Brian Robinson Jr.,,10,40,40.7,-0.7,4/14/2022,-12.4
31,RB,Kenneth Gainwell,PHI,11,41,43.3,-2.3,4/14/2022,-12.4
31,W/T,Dyami Brown,WAS,12,48,47.5,0.5,4/14/2022,-12.4
32,QB,Trey Lance,SF,1,4,4.5,-0.5,4/14/2022,0.6
32,QB,Trevor Lawrence,JAX,2,5,6.1,-1.1,4/14/2022,0.6
32,W/T,Elijah Moore,NYJ,3,12,12.8,-0.8,4/14/2022,0.6
